Unique,Parcel_ID,Land_Use,Property_Address,Property_City,Sale_Date,Sale_Price,Sold_As_Vacant,Multiple_Parcels_Involved_in_Sale,Acreage,Tax_District,Neighborhood,Land_Value,Building_Value,Total_Value,Finished_Area,Foundation_Type,Year_Built,Exterior_Wall,Grade,Bedrooms,Full_Bath,Half_Bath
2566,146 15 0 105.00,SINGLE FAMILY,5131  OVERTON RD,NASHVILLE,2013-05-28,269000,f,f,0.43,URBAN SERVICES DISTRICT,4026,47000,226800,273800,1456,CRAWL,1956,BRICK,C,2,1,1
2567,146 15 0 163.00,SINGLE FAMILY,605  ROCHELLE DR,NASHVILLE,2013-05-13,221000,f,f,0.35,URBAN SERVICES DISTRICT,4026,47000,222500,269500,1565,CRAWL,1960,BRICK,C,2,1,1
2568,147 01 0 123.00,SINGLE FAMILY,342  BINKLEY DR,NASHVILLE,2013-05-30,239000,f,f,0.3,URBAN SERVICES DISTRICT,4026,35500,174500,210000,1815.25,FULL BSMT,1961,BRICK,C,3,1,1
2569,147 02 0 086.00,SINGLE FAMILY,261  BINKLEY DR,NASHVILLE,2013-05-14,155000,f,f,0.34,URBAN SERVICES DISTRICT,4026,38500,187400,225900,1508,SLAB,1960,FRAME,C,3,2,0
2570,147 05 0 099.00,SINGLE FAMILY,303  WAUFORD DR,NASHVILLE,2013-05-28,279900,f,f,0.29,URBAN SERVICES DISTRICT,4026,38500,182800,238200,1966.5,FULL BSMT,1960,BRICK/FRAME,C,3,1,0
2571,147 05 0 134.00,SINGLE FAMILY,308  RANDALL DR,NASHVILLE,2013-05-01,210000,f,f,0.4,URBAN SERVICES DISTRICT,4026,46000,167400,213400,1565,CRAWL,1956,BRICK,C,2,1,0
2572,147 05 0 191.00,SINGLE FAMILY,4923  DANBY DR,NASHVILLE,2013-05-31,271300,f,f,0.48,URBAN SERVICES DISTRICT,4026,46000,192200,238200,1658,CRAWL,1960,BRICK,C,3,1,1
2573,147 06 0 160.00,SINGLE FAMILY,4929  DARLINGTON DR,NASHVILLE,2013-05-30,318000,f,f,0.92,URBAN SERVICES DISTRICT,4026,46000,267000,313000,2577,CRAWL,1960,BRICK,C,3,1,1
2574,147 06 0 183.00,SINGLE FAMILY,316  TIMBERDALE CT,NASHVILLE,2013-05-24,289500,f,f,0.93,URBAN SERVICES DISTRICT,4026,46000,242300,288300,2173.20001,FULL BSMT,1960,BRICK,C,3,2,1
2575,147 08 0 080.00,SINGLE FAMILY,4810  WALES CT,NASHVILLE,2013-05-06,173000,f,f,0.48,URBAN SERVICES DISTRICT,3927,26000,109800,135800,1645.5,FULL BSMT,1960,BRICK,C,2,1,0
2576,147 15 0 038.00,SINGLE FAMILY,554  WATSONWOOD DR,NASHVILLE,2013-05-02,116000,f,f,0.39,URBAN SERVICES DISTRICT,4028,32000,97600,129600,1408,CRAWL,1957,BRICK,C,3,1,0
2577,147 16 0 008.00,SINGLE FAMILY,508  PURNELL DR,NASHVILLE,2013-05-30,172000,f,f,0.34,URBAN SERVICES DISTRICT,4028,32000,110300,142300,1461,CRAWL,1963,BRICK,C,3,1,1
2579,148 09 0 002.00,SINGLE FAMILY,320  HAYWOOD LN,NASHVILLE,2013-05-20,189900,f,f,1.71,URBAN SERVICES DISTRICT,3927,41100,133400,190100,1985,CRAWL,1960,BRICK,B,4,2,0
2580,148 09 0 191.00,SINGLE FAMILY,308  HAYWOOD LN,NASHVILLE,2013-05-30,154500,f,f,0.27,URBAN SERVICES DISTRICT,3927,26000,133200,159200,1525,SLAB,1993,BRICK,C,3,2,0
2581,148 10 0 069.00,SINGLE FAMILY,225  HAYWOOD LN,NASHVILLE,2013-05-20,133500,f,f,0.65,URBAN SERVICES DISTRICT,3927,21000,90900,111900,1495,CRAWL,1958,BRICK,C,3,1,0
2582,148 10 0 069.00,SINGLE FAMILY,225  HAYWOOD LN,NASHVILLE,2013-05-10,115000,f,f,0.65,URBAN SERVICES DISTRICT,3927,21000,90900,111900,1495,CRAWL,1958,BRICK,C,3,1,0
2583,148 15 0 083.00,SINGLE FAMILY,528  DANLEY CT,ANTIOCH,2013-05-13,126000,f,f,0.26,URBAN SERVICES DISTRICT,3928,17000,111200,132600,1946,SLAB,1975,BRICK/FRAME,C,2,2,0
2584,160 04 0 111.00,SINGLE FAMILY,5221  KINCANNON DR,NASHVILLE,2013-05-30,275000,f,f,0.61,URBAN SERVICES DISTRICT,4026,47000,211400,258400,1420,CRAWL,1958,BRICK,C,3,1,1
2585,160 08 0 086.00,SINGLE FAMILY,5409  HILL ROAD CIR,NASHVILLE,2013-05-21,320000,f,f,0.71,URBAN SERVICES DISTRICT,4027,60000,210600,270600,2298,PT BSMT,1968,BRICK,B,3,2,0
2586,160 08 0 116.00,SINGLE FAMILY,600  SONGWRITER CIR,NASHVILLE,2013-05-23,287500,f,f,0.39,URBAN SERVICES DISTRICT,4027,60300,255800,316100,2312,CRAWL,1994,BRICK/FRAME,B,3,3,0
2588,160 11 0 015.00,SINGLE FAMILY,616  SPRING HOUSE CT,BRENTWOOD,2013-05-17,360000,f,f,0.5,URBAN SERVICES DISTRICT,4027,60000,260900,320900,3388,CRAWL,1982,BRICK,B,4,3,0
2589,160 11 0 028.00,SINGLE FAMILY,421  MANOR VIEW LN,BRENTWOOD,2013-05-30,324000,f,f,0.47,URBAN SERVICES DISTRICT,4027,60000,229400,289400,2717.07495,CRAWL,1987,BRICK,B,3,3,0
2598,161 02 0 009.00,SINGLE FAMILY,625  MCMURRAY DR,NASHVILLE,2013-05-24,155000,f,f,0.29,URBAN SERVICES DISTRICT,4028,36500,115900,152400,1728,CRAWL,1965,BRICK,C,3,2,0
2599,161 06 0 042.00,SINGLE FAMILY,5144  ASHLEY DR,NASHVILLE,2013-05-03,169000,f,f,0.32,URBAN SERVICES DISTRICT,4028,34000,143400,177400,2030,SLAB,1968,BRICK/FRAME,C,4,2,0
2600,161 06 0 115.00,SINGLE FAMILY,708  TOBYLYNN DR,NASHVILLE,2013-05-16,185000,f,f,0.29,URBAN SERVICES DISTRICT,4028,34000,137300,171300,2112,FULL BSMT,1972,BRICK,C,3,2,0
2607,161 11 0 051.00,SINGLE FAMILY,5678  AMALIE DR,NASHVILLE,2013-05-22,181000,f,f,0.4,URBAN SERVICES DISTRICT,4028,34000,132400,166400,2080.00006,FULL BSMT,1973,BRICK,C,4,2,1
2611,162 01 0 099.00,SINGLE FAMILY,288  DELVIN DR,ANTIOCH,2013-05-24,110000,f,f,0.28,URBAN SERVICES DISTRICT,3929,24000,86200,110200,1342,CRAWL,1973,BRICK,C,3,1,1
2612,162 02 0 035.00,SINGLE FAMILY,5040  OLIVIA DR,ANTIOCH,2013-05-16,122000,f,f,0.43,URBAN SERVICES DISTRICT,3929,24000,90600,116400,2288,FULL BSMT,1968,BRICK,C,3,1,1
2613,162 02 0 173.00,SINGLE FAMILY,5104  COLEMONT DR,ANTIOCH,2013-05-06,121303,f,f,0.23,URBAN SERVICES DISTRICT,3929,24000,85500,109500,2400,FULL BSMT,1971,BRICK,C,3,1,1
2618,162 06 0 264.00,SINGLE FAMILY,108  VALLEY GREEN CT,ANTIOCH,2013-05-15,131000,f,f,0.3,URBAN SERVICES DISTRICT,3929,24000,85900,109900,1527.5,FULL BSMT,1973,BRICK,C,3,1,1
2619,162 06 0 384.00,SINGLE FAMILY,121  ROBERT YOEST DR,ANTIOCH,2013-05-16,92500,f,f,0.24,URBAN SERVICES DISTRICT,3929,24000,67900,91900,1400,SLAB,1975,BRICK,C,3,1,1
2620,162 07 0 099.00,DUPLEX,5065  MCLENDON DR,ANTIOCH,2013-05-28,120000,f,f,0.41,URBAN SERVICES DISTRICT,3929,24000,86300,110300,2392,CRAWL,1972,BRICK/FRAME,C,4,2,0
2621,162 07 0 104.00,DUPLEX,100  EMELY CT,ANTIOCH,2013-05-28,120000,f,f,0.52,URBAN SERVICES DISTRICT,3929,24000,86300,110300,2392,CRAWL,1972,BRICK/FRAME,C,4,2,0
2623,162 13 0 231.00,SINGLE FAMILY,246  CEDARVIEW DR,ANTIOCH,2013-05-24,119382,f,f,0.24,URBAN SERVICES DISTRICT,4079,25000,94200,119200,1304,FULL BSMT,1988,FRAME,C,3,2,0
2643,172 08 0 013.00,SINGLE FAMILY,6016  HAWKDALE DR,NASHVILLE,2013-05-14,131000,f,f,0.54,URBAN SERVICES DISTRICT,4079,30000,120700,150700,1892.00006,FULL BSMT,1966,BRICK,C,3,1,0
2659,173 01 0 195.00,ZERO LOT LINE,515  MAXINE DR,ANTIOCH,2013-05-29,55000,f,f,0.12,URBAN SERVICES DISTRICT,4079,16000,46000,62000,754,SLAB,1984,BRICK,C,2,1,0
2757,091 15 0 059.00,SINGLE FAMILY,5305 A  ELKINS AVE,NASHVILLE,2013-05-30,372500,f,f,0.19,URBAN SERVICES DISTRICT,2526,120000,171000,291000,1911.25,CRAWL,2000,FRAME,C,3,2,1
2758,091 15 0 134.00,SINGLE FAMILY,304  53RD AVE N,NASHVILLE,2013-05-15,485000,f,f,0.12,URBAN SERVICES DISTRICT,2526,120000,314000,434000,2580,FULL BSMT,2011,FRAME,B,4,2,1
2759,091 16 0 199.00,SINGLE FAMILY,4204  ELKINS AVE,NASHVILLE,2013-05-30,439500,f,f,0.14,URBAN SERVICES DISTRICT,2526,150000,202800,353600,2080,CRAWL,1935,FRAME,C,2,3,0
2761,091 16 0 389.00,SINGLE FAMILY,4302  DAKOTA AVE,NASHVILLE,2013-05-14,536000,f,f,0.17,URBAN SERVICES DISTRICT,2526,150000,343100,506500,2684,CRAWL,2007,FRAME,B,3,2,1
2764,092 04 0 165.00,TRIPLEX,1306  IRELAND ST,NASHVILLE,2013-05-14,125000,f,f,0.2,URBAN SERVICES DISTRICT,326,12000,101700,113700,1851,CRAWL,1960,BRICK,D,3,3,0
2765,092 06 0 419.00,SINGLE FAMILY,812  28TH AVE N,NASHVILLE,2013-05-29,57000,f,f,0.06,URBAN SERVICES DISTRICT,1129,9000,77100,86100,1200,CRAWL,2003,FRAME,D,3,2,0
2766,092 06 0 460.00,SINGLE FAMILY,2512  BATAVIA ST,NASHVILLE,2013-05-14,35000,f,f,0.09,URBAN SERVICES DISTRICT,1129,9000,31400,40400,793,CRAWL,1967,BRICK,D,2,1,0
2767,092 06 0 494.00,SINGLE FAMILY,2518  BOOKER ST,NASHVILLE,2013-05-07,45000,f,f,0.09,URBAN SERVICES DISTRICT,1129,9000,49800,58800,1112,CRAWL,2005,FRAME,E,3,2,0
2768,092 06 0 647.01,TRIPLEX,2424  BOOKER ST,NASHVILLE,2013-05-10,137000,f,f,0.16,URBAN SERVICES DISTRICT,1129,11000,93300,104300,2125,CRAWL,1964,BRICK,C,6,3,0
2772,092 13 0 110.00,SINGLE FAMILY,3905  PARK AVE,NASHVILLE,2013-05-24,327500,f,f,0.17,URBAN SERVICES DISTRICT,1126,65000,219000,288200,1770,CRAWL,2008,FRAME,C,3,2,0
2773,092 13 0 238.00,SINGLE FAMILY,3904  DAKOTA AVE,NASHVILLE,2013-05-31,195000,f,f,0.17,URBAN SERVICES DISTRICT,1126,65000,114600,179600,928,FULL BSMT,1955,FRAME,D,2,1,0
2782,093 13 0 233.00,SINGLE FAMILY,1404 A  SIGLER ST,NASHVILLE,2013-05-08,177500,f,f,0.2,URBAN SERVICES DISTRICT,1026,40000,96400,136400,1133,CRAWL,1972,BRICK,C,3,1,0
2784,102 14 0 040.00,SINGLE FAMILY,832  CLEMATIS DR,NASHVILLE,2013-05-30,309900,f,f,1.04,URBAN SERVICES DISTRICT,4426,135000,150000,287200,1963,CRAWL,1959,BRICK,C,3,1,1
2785,102 14 0 042.00,SINGLE FAMILY,840  CLEMATIS DR,NASHVILLE,2013-05-31,278400,f,f,1.43,URBAN SERVICES DISTRICT,4426,148500,134600,283100,1885,CRAWL,1958,BRICK,C,3,1,1
2786,102 14 0 091.00,SINGLE FAMILY,885  BELTON DR,NASHVILLE,2013-05-02,285000,f,f,0.49,URBAN SERVICES DISTRICT,4426,115000,106300,243100,1850,FULL BSMT,1959,BRICK,C,3,2,0
2787,102 15 0 008.00,DUPLEX,724  ADKISSON LN,NASHVILLE,2013-05-24,285000,f,f,0.95,URBAN SERVICES DISTRICT,4426,135000,186100,321100,3165,PT BSMT,1958,BRICK,C,4,5,0
2788,102 15 0 025.00,SINGLE FAMILY,724  NEWBERRY RD,NASHVILLE,2013-05-07,265000,f,f,1.21,URBAN SERVICES DISTRICT,4426,135000,189900,324900,2679,SLAB,1955,BRICK,C,5,1,1
2789,102 15 0 043.00,SINGLE FAMILY,804  CLEMATIS DR,NASHVILLE,2013-05-22,318000,f,f,1.4,URBAN SERVICES DISTRICT,4426,148500,153000,301500,2147.03998,FULL BSMT,1960,BRICK,C,3,2,0
2790,103 02 0 074.00,SINGLE FAMILY,206  ORLANDO AVE,NASHVILLE,2013-05-31,127500,f,f,0.34,URBAN SERVICES DISTRICT,3330,45000,69100,114800,998,CRAWL,1930,FRAME,C,2,1,0
2802,103 03 0 071.00,SINGLE FAMILY,5201  IDAHO AVE,NASHVILLE,2013-05-20,425000,f,f,0.18,URBAN SERVICES DISTRICT,2526,120000,179200,299200,2036,CRAWL,1945,FRAME,C,4,2,0
2803,103 03 0 096.00,SINGLE FAMILY,5108  IDAHO AVE,NASHVILLE,2013-05-31,273000,f,f,0.2,URBAN SERVICES DISTRICT,2526,120000,141900,261900,1680,FULL BSMT,1935,FRAME,C,3,1,1
2804,103 03 0 203.00,SINGLE FAMILY,138  51ST AVE N,NASHVILLE,2013-05-31,250000,t,f,0.19,URBAN SERVICES DISTRICT,2526,150000,430300,609300,3176,CRAWL,2013,FRAME,B,4,3,1
2805,103 04 0 172.00,SINGLE FAMILY,4405  UTAH AVE,NASHVILLE,2013-05-30,675000,f,f,0.24,URBAN SERVICES DISTRICT,2526,150000,464100,627700,3988.875,PT BSMT,2004,BRICK,B,3,2,1
2806,103 04 0 271.00,SINGLE FAMILY,4101  IDAHO AVE,NASHVILLE,2013-05-21,378000,f,f,0.23,URBAN SERVICES DISTRICT,2526,135000,285700,420700,3840,CRAWL,1950,FRAME,C,5,3,1
2807,103 06 0 015.00,SINGLE FAMILY,5616  KENDALL DR,NASHVILLE,2013-05-31,282500,f,f,0.3,URBAN SERVICES DISTRICT,3332,65000,185000,250000,1444,CRAWL,1964,BRICK,B,3,2,0
2808,103 06 0 068.00,SINGLE FAMILY,5521  MEADOWCREST LN,NASHVILLE,2013-05-14,207000,f,f,0.19,URBAN SERVICES DISTRICT,3339,45000,158300,203300,1522,CRAWL,1950,FRAME,C,3,1,0
2809,103 06 0 199.00,SINGLE FAMILY,704  KENDALL DR,NASHVILLE,2013-05-24,325000,f,f,0.36,URBAN SERVICES DISTRICT,3332,65000,260500,325500,1676,CRAWL,1964,BRICK,B,4,2,0
2815,103 12 0 121.00,DUPLEX,250  LAUDERDALE RD,NASHVILLE,2013-05-24,617000,f,f,0.2,URBAN SERVICES DISTRICT,2626,195000,255800,450800,2697,PT BSMT,1939,BRICK,B,4,2,0
2816,103 12 0 164.01,SINGLE FAMILY,202  MOCKINGBIRD RD,NASHVILLE,2013-05-24,695000,f,f,0.46,URBAN SERVICES DISTRICT,2626,214500,334400,578300,3120,PT BSMT,1930,BRICK,B,3,3,0
2819,103 14 0 079.00,SINGLE FAMILY,210  WILSONIA AVE,NASHVILLE,2013-05-29,725000,f,f,0.75,URBAN SERVICES DISTRICT,4427,190000,519700,709700,4384,CRAWL,1950,STUCCO,A,4,5,1
2829,104 01 0 052.00,SINGLE FAMILY,301  CHAMBERLIN ST,NASHVILLE,2013-05-29,237000,f,f,0.17,URBAN SERVICES DISTRICT,1126,65000,133800,199600,1059,CRAWL,1956,FRAME,C,3,2,0
2830,104 01 0 302.00,SINGLE FAMILY,121  37TH AVE N,NASHVILLE,2013-05-31,268000,f,f,0.18,URBAN SERVICES DISTRICT,2526,150000,95500,245500,974,CRAWL,1930,FRAME,C,2,1,0
2832,104 01 0 405.00,SINGLE FAMILY,501  ACKLEN PARK DR,NASHVILLE,2013-05-01,480000,f,f,0.16,URBAN SERVICES DISTRICT,2126,80000,407600,487600,2641,PT BSMT,2012,FRAME,B,3,2,1
2833,104 01 0 450.00,SINGLE FAMILY,216 A  38TH AVE N,NASHVILLE,2013-05-28,576000,f,f,0.28,URBAN SERVICES DISTRICT,2526,150000,382500,547300,2880,CRAWL,2013,FRAME,B,4,3,0
2849,104 05 0 050.00,SINGLE FAMILY,117  37TH AVE N,NASHVILLE,2013-05-21,237000,f,f,0.18,URBAN SERVICES DISTRICT,2526,150000,90000,248900,934,CRAWL,1945,FRAME,C,2,1,0
2852,104 08 0 167.00,SINGLE FAMILY,1618  19TH AVE S,NASHVILLE,2013-05-28,399000,f,f,0.18,URBAN SERVICES DISTRICT,2227,180000,127900,311200,2002,PT BSMT,1930,BRICK,C,5,2,0
2853,104 08 0 378.00,SINGLE FAMILY,1503  VILLA PL,NASHVILLE,2013-05-20,399990,f,f,0.18,URBAN SERVICES DISTRICT,2227,75000,234400,309400,1908,PT BSMT,1930,STONE,C,4,1,0
2859,104 10 0 080.00,SINGLE FAMILY,330  CHESTERFIELD AVE,NASHVILLE,2013-05-03,620000,f,f,0.22,URBAN SERVICES DISTRICT,2426,214500,344500,560000,2412,FULL BSMT,1935,BRICK,B,4,4,0
2860,104 10 0 158.00,SINGLE FAMILY,3201  OVERLOOK DR,NASHVILLE,2013-05-24,544000,f,f,0.29,URBAN SERVICES DISTRICT,2426,214500,270400,484900,2108,FULL BSMT,1945,BRICK,C,4,2,0
2866,104 11 0 322.00,SINGLE FAMILY,2009  24TH AVE S,NASHVILLE,2013-05-03,370000,f,f,0.36,URBAN SERVICES DISTRICT,2426,234000,140700,374700,1508,PT BSMT,1915,FRAME,C,3,1,0
2869,104 12 0 220.00,ZERO LOT LINE,1933  18TH AVE S,NASHVILLE,2013-05-15,300500,f,f,0.17,URBAN SERVICES DISTRICT,2226,90000,137200,227200,1220,CRAWL,1985,BRICK,C,2,1,2
2870,104 12 0 258.00,SINGLE FAMILY,2008  18TH AVE S,NASHVILLE,2013-05-15,350000,f,f,0.16,URBAN SERVICES DISTRICT,2226,180000,250800,431700,1575,PT BSMT,1930,BRICK,C,3,2,0
2872,104 13 0 273.00,SINGLE FAMILY,701  MILLSTONE LN,NASHVILLE,2013-05-31,1250000,f,f,0.48,URBAN SERVICES DISTRICT,3227,324000,893400,1246800,5310,PT BSMT,2002,BRICK,X,5,3,1
2878,104 15 0 045.00,SINGLE FAMILY,2528  ASHWOOD AVE,NASHVILLE,2013-05-13,800000,f,f,0.17,URBAN SERVICES DISTRICT,2426,195000,530800,725800,4312,CRAWL,2013,FRAME,B,4,3,1
2879,104 15 0 125.00,SINGLE FAMILY,2600  W LINDEN AVE,NASHVILLE,2013-05-14,413500,f,f,0.27,URBAN SERVICES DISTRICT,2426,214500,381200,600100,3758,CRAWL,1945,FRAME,C,5,3,1
2880,104 16 0 178.00,SINGLE FAMILY,1906  BEECHWOOD AVE,NASHVILLE,2013-05-01,627500,f,f,0.23,URBAN SERVICES DISTRICT,2226,180000,265000,445000,2330.75,CRAWL,1936,BRICK,C,3,2,0
2881,104 16 0 180.00,SINGLE FAMILY,1910  BEECHWOOD AVE,NASHVILLE,2013-05-01,652000,f,f,0.23,URBAN SERVICES DISTRICT,2226,180000,396600,576600,2629,PT BSMT,1917,BRICK,C,2,3,0
2882,104 16 0 236.00,SINGLE FAMILY,1909  BEECHWOOD AVE,NASHVILLE,2013-05-01,429900,f,f,0.2,URBAN SERVICES DISTRICT,2226,180000,198600,378600,1604,PT BSMT,1920,STONE,C,3,1,1
2884,105 01 0 224.00,DUPLEX,1512  EDGEHILL AVE,NASHVILLE,2013-05-02,351000,f,f,0.19,URBAN SERVICES DISTRICT,1026,60000,248200,308200,1992,PT BSMT,1979,BRICK,C,5,2,0
2888,105 05 0 199.00,DUPLEX,1713  14TH AVE S,NASHVILLE,2013-05-10,342000,f,f,0.13,URBAN SERVICES DISTRICT,2227,60000,250300,310300,2912,CRAWL,1935,FRAME,B,4,2,0
2889,105 05 0 532.00,SINGLE FAMILY,1416  15TH AVE S,NASHVILLE,2013-05-10,186500,f,f,0.18,URBAN SERVICES DISTRICT,2227,60000,175600,236600,1684,CRAWL,1973,BRICK/FRAME,C,3,3,0
2895,105 13 0 115.00,SINGLE FAMILY,1505  ELMWOOD AVE,NASHVILLE,2013-05-03,240000,f,f,0.21,URBAN SERVICES DISTRICT,2228,180000,839400,1052300,3759.81998,PT BSMT,1925,BRICK,A,5,3,1
2899,105 14 0 303.00,DUPLEX,2111  WHITE AVE,NASHVILLE,2013-05-30,620000,f,t,0.57,URBAN SERVICES DISTRICT,1627,99000,58200,157200,1405,CRAWL,1977,BRICK,C,2,2,0
2913,115 01 0 039.00,SINGLE FAMILY,945  PLATEAU PKWY,NASHVILLE,2013-05-17,258000,f,f,1.3,URBAN SERVICES DISTRICT,4428,150000,135000,285000,2275,PT BSMT,1963,BRICK,B,3,3,0
2914,115 02 0 082.00,SINGLE FAMILY,984  DAVIDSON DR,NASHVILLE,2013-05-29,295000,f,f,0.48,URBAN SERVICES DISTRICT,4426,115000,154400,269400,1988,CRAWL,1957,BRICK,C,3,1,1
2915,115 03 0 055.00,SINGLE FAMILY,805  BELTON DR,NASHVILLE,2013-05-01,487000,f,f,0.94,URBAN SERVICES DISTRICT,4426,135000,312200,448000,3950,SLAB,1964,BRICK,C,5,5,0
2916,115 10 0 067.00,SINGLE FAMILY,6433  BROWNLEE DR,NASHVILLE,2013-05-15,330000,f,f,0.91,URBAN SERVICES DISTRICT,4428,170000,164500,334500,2389,PT BSMT,1962,BRICK,B,4,2,0
2917,115 10 0 075.00,SINGLE FAMILY,6354  TORRINGTON RD,NASHVILLE,2013-05-17,550000,f,f,0.94,URBAN SERVICES DISTRICT,4428,170000,302400,472400,3742,CRAWL,1960,BRICK,B,4,5,0
2918,115 12 0 022.00,SINGLE FAMILY,516  GUN CLUB RD,NASHVILLE,2013-05-29,520000,f,f,0.95,URBAN SERVICES DISTRICT,4429,190000,293700,499700,2779,PT BSMT,1956,BRICK,B,3,3,0
2919,115 12 0 073.00,SINGLE FAMILY,6109  BRESSLYN RD,NASHVILLE,2013-05-24,385000,f,f,1.11,URBAN SERVICES DISTRICT,4429,190000,234300,424800,2620,CRAWL,1956,BRICK,C,4,5,0
2920,116 03 0 062.00,SINGLE FAMILY,128 A  KENNER AVE,NASHVILLE,2013-05-17,535000,f,f,0.27,URBAN SERVICES DISTRICT,3227,190000,267900,457900,2527,FULL BSMT,1930,BRICK/FRAME,C,4,2,1
2927,116 08 0 014.00,SINGLE FAMILY,3605  WOODMONT LN,NASHVILLE,2013-05-07,335000,f,f,0.34,URBAN SERVICES DISTRICT,3228,270000,93800,369300,1624,CRAWL,1950,BRICK,C,2,2,0
2928,116 08 0 026.00,SINGLE FAMILY,195  KENNER AVE,NASHVILLE,2013-05-17,615000,f,f,0.23,URBAN SERVICES DISTRICT,3227,190000,329900,526600,3488,CRAWL,1940,BRICK,C,4,3,0
2929,116 08 0 089.00,SINGLE FAMILY,4005  WOODMONT BLVD,NASHVILLE,2013-05-10,425000,f,f,0.31,URBAN SERVICES DISTRICT,3228,270000,132600,408000,2127,PT BSMT,1939,BRICK,C,3,2,0
2931,116 09 0 028.00,SINGLE FAMILY,5916  LONG MEADOW RD,NASHVILLE,2013-05-29,512000,f,f,0.95,URBAN SERVICES DISTRICT,4429,190000,323200,532100,2870,CRAWL,1960,BRICK,B,3,2,0
2932,116 09 0 083.00,SINGLE FAMILY,5939  POST RD,NASHVILLE,2013-05-02,430000,f,f,0.84,URBAN SERVICES DISTRICT,4429,175000,217900,392900,2501,CRAWL,1961,BRICK,C,3,2,0
2933,116 10 0 022.00,SINGLE FAMILY,301  BELLE MEADE BLVD,NASHVILLE,2013-05-01,1500000,f,f,1.19,CITY OF BELLE MEADE,9026,939600,527500,1504600,5136.29004,PT BSMT,1939,BRICK,X,5,6,0
2934,116 10 0 078.00,SINGLE FAMILY,215  JACKSON BLVD,NASHVILLE,2013-05-16,1100000,f,f,0.66,CITY OF BELLE MEADE,9026,594000,433700,1027700,3712.32495,PT BSMT,1934,BRICK,X,3,3,0
2935,116 10 0 115.00,SINGLE FAMILY,403  ELLENDALE AVE,NASHVILLE,2013-05-13,1700000,f,f,1.18,CITY OF BELLE MEADE,9026,837800,854300,1731800,6823.235,PT BSMT,1945,BRICK,X,7,9,0
2936,116 12 0 114.00,SINGLE FAMILY,3709  WIMBLEDON RD,NASHVILLE,2013-05-10,425000,f,f,0.31,URBAN SERVICES DISTRICT,3228,240000,108900,348900,1364,FULL BSMT,1948,BRICK,C,2,2,0
2938,116 13 0 096.00,SINGLE FAMILY,202  LEAKE AVE,NASHVILLE,2013-05-09,478500,f,f,0.46,CITY OF BELLE MEADE,4328,281300,441200,725000,3147,CRAWL,1946,FRAME,C,4,3,0
2941,116 16 0 091.00,SINGLE FAMILY,4127  SNEED RD,NASHVILLE,2013-05-31,400000,f,f,0.69,URBAN SERVICES DISTRICT,3228,315000,106100,434700,2502,CRAWL,1947,STONE,C,3,2,0
2946,117 03 0 150.00,SINGLE FAMILY,2113  SHARONDALE DR,NASHVILLE,2013-05-10,572300,f,f,0.37,URBAN SERVICES DISTRICT,3226,141100,426300,567400,3142,CRAWL,2010,BRICK/FRAME,B,4,2,1
2951,117 04 0 060.00,SINGLE FAMILY,1809  SWEETBRIAR AVE,NASHVILLE,2013-05-30,945202,f,f,0.3,URBAN SERVICES DISTRICT,2226,180000,640700,851000,3741.5,CRAWL,2013,BRICK,B,3,3,2
2952,117 04 0 073.00,SINGLE FAMILY,1713  SWEETBRIAR AVE,NASHVILLE,2013-05-30,897000,f,f,0.2,URBAN SERVICES DISTRICT,2226,180000,664900,844900,3390.79999,FULL BSMT,1930,FRAME,B,5,4,0
2953,117 04 0 101.00,SINGLE FAMILY,2601  BELMONT BLVD,NASHVILLE,2013-05-31,615000,f,f,0.2,URBAN SERVICES DISTRICT,2226,180000,905600,1128300,3986.5,PT BSMT,1920,BRICK/FRAME,A,4,4,1
2954,117 04 0 184.00,SINGLE FAMILY,1511  DALLAS AVE,NASHVILLE,2013-05-29,249290,f,f,0.18,URBAN SERVICES DISTRICT,2228,180000,491700,671700,3877.25,PT BSMT,1926,FRAME,B,4,4,1
2955,117 04 0 418.00,SINGLE FAMILY,1815  PRIMROSE AVE,NASHVILLE,2013-05-03,695380,f,f,0.26,URBAN SERVICES DISTRICT,2229,180000,466100,658500,3316.25,CRAWL,2013,BRICK,B,3,3,1
2956,117 05 0 040.00,SINGLE FAMILY,3613  SPERRY AVE,NASHVILLE,2013-05-17,493000,f,f,0.46,URBAN SERVICES DISTRICT,3227,240000,240300,489800,2464.75,PT BSMT,1940,BRICK/FRAME,B,3,3,0
2957,117 07 0 073.00,SINGLE FAMILY,3426  GOLF CLUB LN,NASHVILLE,2013-05-22,584600,f,f,0.46,URBAN SERVICES DISTRICT,3727,220000,248700,469900,2665,CRAWL,1997,STUCCO,C,3,3,0
2970,117 15 0 138.00,SINGLE FAMILY,1716  GREEN HILLS DR,NASHVILLE,2013-05-31,715000,f,f,0.43,URBAN SERVICES DISTRICT,3727,210000,344900,555900,3342,PT BSMT,1954,BRICK,C,8,2,1
2974,117 16 0 037.00,SINGLE FAMILY,1402  GRANDVIEW DR,NASHVILLE,2013-05-24,300000,f,f,0.17,URBAN SERVICES DISTRICT,3726,144000,219000,364300,2111.60004,FULL BSMT,1938,BRICK,C,4,1,1
